# x_m,y_m,w_tr_right_m,w_tr_left_m
3.9700,10.0037,0.7211,0.7211
3.9300,10.0037,0.7244,0.7244
3.8900,10.0037,0.7244,0.7244
3.8500,10.0037,0.7211,0.7211
3.8100,10.0037,0.7200,0.7200
3.7700,10.0037,0.7200,0.7200
3.7300,10.0037,0.7200,0.7200
3.6900,9.9637,0.7299,0.7299
3.6500,9.9237,0.6986,0.6986
3.6100,9.9237,0.7088,0.7088
3.5700,9.8837,0.6800,0.6800
3.5300,9.8837,0.6812,0.6812
3.4900,9.8437,0.6450,0.6450
3.4500,9.8437,0.6512,0.6512
3.4100,9.8037,0.6210,0.6210
3.3700,9.8037,0.6325,0.6325
3.3300,9.8037,0.6400,0.6400
3.2900,9.8037,0.6412,0.6412
3.2500,9.8037,0.6450,0.6450
3.2100,9.8037,0.6462,0.6462
3.1700,9.7637,0.6210,0.6210
3.1300,9.7637,0.6325,0.6325
3.0900,9.7637,0.6400,0.6400
3.0500,9.7637,0.6412,0.6412
3.0100,9.7637,0.6412,0.6412
2.9700,9.7637,0.6400,0.6400
2.9300,9.7637,0.6400,0.6400
2.8900,9.7637,0.6400,0.6400
2.8500,9.7637,0.6400,0.6400
2.8100,9.7637,0.6400,0.6400
2.7700,9.7637,0.6400,0.6400
2.7300,9.7637,0.6400,0.6400
2.6900,9.7637,0.6400,0.6400
2.6500,9.7237,0.6597,0.6597
2.6100,9.7237,0.6705,0.6705
2.5700,9.7237,0.6800,0.6800
2.5300,9.7237,0.6800,0.6800
2.4900,9.7237,0.6800,0.6800
2.4500,9.7237,0.6800,0.6800
2.4100,9.7237,0.6800,0.6800
2.3700,9.6837,0.7200,0.7200
2.3300,9.6837,0.7200,0.7200
2.2900,9.6437,0.7473,0.7473
2.2500,9.6437,0.7354,0.7354
2.2100,9.6037,0.7589,0.7589
2.1700,9.5637,0.7859,0.7859
2.1300,9.5637,0.7694,0.7694
2.0900,9.5237,0.7879,0.7879
2.0500,9.4837,0.8099,0.8099
2.0100,9.4437,0.8352,0.8352
1.9700,9.4037,0.8616,0.8616
1.9300,9.3637,0.8854,0.8854
1.9300,9.3237,0.8773,0.8773
1.8900,9.2837,0.8989,0.8989
1.8900,9.2437,0.8854,0.8854
1.8500,9.2037,0.9121,0.9121
1.8100,9.1637,0.9415,0.9415
1.8100,9.1237,0.9338,0.9338
1.7700,9.0837,0.9675,0.9675
1.7300,9.0437,1.0032,1.0032
1.7300,9.0037,1.0008,1.0008
1.6900,8.9637,1.0400,1.0400
1.6500,8.9237,1.0800,1.0800
1.6100,8.8837,1.1200,1.1200
1.5700,8.8437,1.1600,1.1600
1.5700,8.8037,1.1607,1.1607
1.5700,8.7637,1.1628,1.1628
1.5700,8.7237,1.1662,1.1662
1.5700,8.6837,1.1710,1.1710
1.5700,8.6437,1.1662,1.1662
1.5700,8.6037,1.1628,1.1628
1.5700,8.5637,1.1607,1.1607
1.5700,8.5237,1.1600,1.1600
1.5700,8.4837,1.1600,1.1600
1.5700,8.4437,1.1600,1.1600
1.5700,8.4037,1.1600,1.1600
1.5700,8.3637,1.1607,1.1607
1.5700,8.3237,1.1628,1.1628
1.5700,8.2837,1.1662,1.1662
1.5700,8.2437,1.1628,1.1628
1.5700,8.2037,1.1607,1.1607
1.6100,8.1637,1.1454,1.1454
1.6100,8.1237,1.1545,1.1545
1.6100,8.0837,1.1600,1.1600
1.6100,8.0437,1.1600,1.1600
1.6100,8.0037,1.1600,1.1600
1.6100,7.9637,1.1600,1.1600
1.6100,7.9237,1.1600,1.1600
1.6100,7.8837,1.1607,1.1607
1.6100,7.8437,1.1607,1.1607
1.6100,7.8037,1.1600,1.1600
1.6100,7.7637,1.1600,1.1600
1.6100,7.7237,1.1600,1.1600
1.6100,7.6837,1.1600,1.1600
1.6100,7.6437,1.1600,1.1600
1.6100,7.6037,1.1600,1.1600
1.6100,7.5637,1.1545,1.1545
1.6500,7.5237,1.1600,1.1600
1.6500,7.4837,1.1600,1.1600
1.6500,7.4437,1.1607,1.1607
1.6500,7.4037,1.1628,1.1628
1.6500,7.3637,1.1628,1.1628
1.6500,7.3237,1.1607,1.1607
1.6500,7.2837,1.1600,1.1600
1.6500,7.2437,1.1600,1.1600
1.6500,7.2037,1.1600,1.1600
1.6500,7.1637,1.1600,1.1600
1.6500,7.1237,1.1600,1.1600
1.6500,7.0837,1.1600,1.1600
1.6900,7.0437,1.1600,1.1600
1.6900,7.0037,1.1600,1.1600
1.6900,6.9637,1.1600,1.1600
1.6900,6.9237,1.1600,1.1600
1.6900,6.8837,1.1600,1.1600
1.6900,6.8437,1.1607,1.1607
1.6900,6.8037,1.1628,1.1628
1.6900,6.7637,1.1628,1.1628
1.6900,6.7237,1.1607,1.1607
1.6900,6.6837,1.1600,1.1600
1.6900,6.6437,1.1600,1.1600
1.7300,6.6037,1.1545,1.1545
1.7300,6.5637,1.1600,1.1600
1.7300,6.5237,1.1600,1.1600
1.7300,6.4837,1.1600,1.1600
1.7300,6.4437,1.1600,1.1600
1.7300,6.4037,1.1600,1.1600
1.7300,6.3637,1.1600,1.1600
1.7300,6.3237,1.1607,1.1607
1.7300,6.2837,1.1607,1.1607
1.7300,6.2437,1.1600,1.1600
1.7300,6.2037,1.1600,1.1600
1.7300,6.1637,1.1600,1.1600
1.7300,6.1237,1.1545,1.1545
1.7300,6.0837,1.1454,1.1454
1.7300,6.0437,1.1377,1.1377
1.7700,6.0037,1.1600,1.1600
1.7700,5.9637,1.1600,1.1600
1.7700,5.9237,1.1600,1.1600
1.7700,5.8837,1.1607,1.1607
1.7700,5.8437,1.1600,1.1600
1.7700,5.8037,1.1600,1.1600
1.7700,5.7637,1.1600,1.1600
1.7700,5.7237,1.1600,1.1600
1.7700,5.6837,1.1545,1.1545
1.7700,5.6437,1.1454,1.1454
1.7700,5.6037,1.1377,1.1377
1.7700,5.5637,1.1314,1.1314
1.7700,5.5237,1.1264,1.1264
1.7700,5.4837,1.1229,1.1229
